id;polarity_sum;n_tweets;user_polarity
14508399;4.452301502227783;36;0.12367504172854954
14529918;37.246524810791016;56;0.665116514478411
14545609;1.6228538751602173;18;0.09015854862001207
14550760;1.3305715322494507;5;0.26611430644989015
14571495;14.678618431091309;22;0.6672099286859686
14586497;3.1941072940826416;8;0.3992634117603302
14597149;4.989737510681152;15;0.3326491673787435
14600742;12.656604766845703;21;0.6026954650878906
14600883;57.21943283081055;89;0.6429149756270848
14638490;1.5786898136138916;7;0.22552711623055594
14639500;0.714806318283081;7;0.10211518832615443
14639551;6.528027057647705;10;0.6528027057647705
14700316;2.2610716819763184;18;0.1256150934431288
14702268;0.8158884644508362;3;0.27196282148361206
14710574;9.443411827087402;15;0.6295607884724935
14730443;1.0805987119674683;4;0.27014967799186707
14730894;1.951432228088379;7;0.27877603258405415
14758898;23.974695205688477;38;0.6309130317286441
14760636;2.8609533309936523;11;0.2600866664539684
14762306;24.818384170532227;43;0.5771717248960982
14764219;36.5814323425293;62;0.5900231022988597
14770979;11.803004264831543;21;0.5620478221348354
14777914;11.234319686889648;19;0.5912799835205078
14782243;19.965497970581055;35;0.5704427991594587
14795444;63.300811767578125;114;0.555270278662966
14797919;22.16533851623535;39;0.5683420132368039
14803639;2.0308837890625;24;0.08462015787760417
14817383;3.0455963611602783;10;0.3045596361160278
14819795;12.093155860900879;20;0.604657793045044
14830176;10.368637084960938;16;0.6480398178100586
14855266;223.18972778320312;335;0.6662379933826958
14879348;5.806485176086426;17;0.34155795153449564
14892495;7.743214130401611;12;0.6452678442001343
14899497;24.27357292175293;78;0.3111996528429863
14900051;1.8542529344558716;6;0.30904215574264526
14910296;2.1307153701782227;6;0.3551192283630371
14942247;2.9629268646240234;9;0.32921409606933594
14962178;8.375418663024902;21;0.39882946014404297
14971745;83.16339874267578;134;0.6206223786766849
14988453;7.949867248535156;14;0.567847660609654
15002904;2.5179548263549805;12;0.20982956886291504
15015309;2.1562886238098145;5;0.4312577247619629
15020336;60.29022216796875;92;0.6553285018257473
15055971;224.96018981933594;341;0.6597073015229793
15063486;2.765739679336548;10;0.2765739679336548
15089181;1.1576614379882812;3;0.38588714599609375
15111744;1.6128461360931396;4;0.4032115340232849
15120297;7.150375843048096;10;0.7150375843048096
15178762;501.9152526855469;783;0.6410156483851174
15193144;1.3836438655853271;3;0.4612146218617757
15201402;15.95712947845459;27;0.5910047954983182
15210328;1.8488681316375732;8;0.23110851645469666
15217683;330.5787353515625;477;0.6930371810305294
15220352;5.495995998382568;9;0.6106662220425076
15222014;23.854930877685547;42;0.5679745447067988
15244760;3.6786866188049316;10;0.36786866188049316
15257975;4.729498863220215;11;0.42995444211092865
15258561;2.274454355239868;8;0.2843067944049835
15263607;12.204598426818848;18;0.6780332459343804
15267777;38.34025955200195;76;0.5044770993684468
15286685;1.7257568836212158;9;0.19175076484680176
15287545;2.953240394592285;7;0.42189148494175505
15291242;4.549190521240234;9;0.5054656134711372
15313124;49.01066207885742;73;0.6713789325870879
15319524;0.23021343350410461;3;0.07673781116803487
15326206;9.450953483581543;29;0.3258949477097084
15333188;4.977288722991943;16;0.31108054518699646
15339119;22.893329620361328;66;0.3468686306115353
15347240;27.501039505004883;52;0.528866144327017
15376213;16.07848358154297;27;0.5954993919089988
15380520;1.3141379356384277;5;0.26282758712768556
15381701;5.949999809265137;9;0.6611110899183485
15402188;19.551652908325195;26;0.7519866503201998
15449911;0.07115000486373901;4;0.017787501215934753
15450672;0.5252337455749512;3;0.1750779151916504
15479378;326.07196044921875;353;0.9237166018391466
15479688;3.1562700271606445;6;0.526045004526774
15480309;44.71235656738281;69;0.6480051676432291
15484198;12.053265571594238;39;0.30905809157933944
15521991;1.4524319171905518;4;0.36310797929763794
15527976;9.694462776184082;20;0.4847231388092041
15603399;0.2897912263870239;3;0.09659707546234131
15658101;132.57681274414062;257;0.515863084607551
15661356;0.5846360325813293;4;0.14615900814533234
15711493;15.941319465637207;24;0.6642216444015503
15711610;2.1159653663635254;5;0.42319307327270506
15714016;2.941804885864258;16;0.1838628053665161
15718694;40.48837661743164;147;0.27543113345191594
15719040;33.25294876098633;47;0.7075095481060921
15719710;7.232857704162598;11;0.6575325185602362
15720120;285.8832702636719;414;0.6905393001537968
15720160;2.64282488822937;5;0.5285649776458741
15724364;8.395098686218262;29;0.28948616159373314
15732591;1.182376503944397;4;0.29559412598609924
15732991;22.776371002197266;37;0.6155775946539801
15733777;3.611964225769043;7;0.5159948893955776
15735970;11.008109092712402;20;0.5504054546356201
15737959;1.9281156063079834;3;0.6427052021026611
15745368;0.345206081867218;5;0.0690412163734436
15748814;157.27149963378906;257;0.611951360442759
15760666;10.561753273010254;18;0.5867640707227919
15774775;54.81524658203125;129;0.42492439210876937
15804501;7.718905925750732;16;0.4824316203594208
15814350;0.5111604332923889;3;0.17038681109746298
15822469;4.957397937774658;10;0.4957397937774658
15824279;13.713013648986816;21;0.6530006499517531
15849179;87.82122802734375;134;0.6553822987115205
15851465;88.094970703125;141;0.6247870262632979
15852319;0.9036298394203186;3;0.3012099464734395
15853759;15.39833927154541;21;0.7332542510259719
15872615;23.069177627563477;36;0.640810489654541
15890673;17.159151077270508;25;0.6863660430908203
15892162;14.049959182739258;36;0.3902766439649794
15896379;7.780368804931641;28;0.2778703144618443
15931064;1.1796330213546753;3;0.3932110071182251
15933972;0.5497121810913086;3;0.18323739369710287
15972264;12.774458885192871;21;0.6083075659615653
15985211;1.931872844696045;3;0.6439576148986816
15995432;13.187329292297363;35;0.3767808369227818
15997531;0.3041042685508728;5;0.06082085371017456
16029910;1.8620707988739014;3;0.6206902662913004
16035269;1.6669695377349854;6;0.27782825628916424
16035887;3.166938066482544;6;0.527823011080424
16040704;5.386292934417725;28;0.19236760480063303
16044371;1.9125474691390991;5;0.38250949382781985
16059764;7.062928199768066;11;0.6420843817970969
16082779;0.6934044361114502;6;0.11556740601857503
16126187;2.9078457355499268;13;0.22368044119614822
16170016;23.012937545776367;32;0.7191542983055115
16174163;107.14738464355469;222;0.4826458767727689
16192197;1.3666383028030396;4;0.3416595757007599
16218664;3.085129737854004;4;0.771282434463501
16224675;2.4535350799560547;5;0.4907070159912109
16254484;11.374439239501953;20;0.5687219619750976
16261075;3.653834581375122;7;0.5219763687678746
16263066;28.774553298950195;49;0.5872357816112285
16337019;3.2859292030334473;20;0.16429646015167237
16361530;15.88648796081543;25;0.6354595184326172
16362841;3.2448740005493164;5;0.6489748001098633
16376841;0.45919328927993774;3;0.15306442975997925
16387036;3.4242677688598633;4;0.8560669422149658
16395830;9.15044116973877;17;0.5382612452787512
16406398;3.250662088394165;6;0.5417770147323608
16416252;2.0243234634399414;6;0.3373872439066569
16448821;18.61449432373047;24;0.7756039301554362
16468824;45.6088981628418;69;0.6609985240991565
16496154;95.25701904296875;170;0.5603354061351103
16514232;6.677767276763916;10;0.6677767276763916
16558608;3.1314120292663574;5;0.6262824058532714
16575244;13.926986694335938;21;0.6631898425874256
16590167;16.510847091674805;31;0.5326079706991872
16628468;29.672931671142578;55;0.5395078485662287
16648445;8.65356731414795;27;0.32050249311659074
16654820;1.1644726991653442;3;0.38815756638844806
16661651;0.39102211594581604;3;0.130340705315272
16694742;3.5678751468658447;6;0.5946458578109741
16695379;1.021648645401001;4;0.25541216135025024
16779246;29.04511260986328;47;0.6179811193587932
16823006;287.6120300292969;507;0.5672821105114336
16884402;23.3120059967041;45;0.5180445777045356
16888281;75.55858612060547;113;0.6686600541646501
16924178;31.15640640258789;44;0.7081001455133612
16924999;0.21673576533794403;5;0.04334715306758881
16936686;5.4049882888793945;18;0.30027712715996635
16944854;1.7064176797866821;6;0.2844029466311137
16961696;5.274823188781738;11;0.47952938079833984
16964137;39.590232849121094;59;0.6710208957478151
17029618;10.93916130065918;23;0.47561570872431214
17050482;1.1344270706176758;7;0.1620610100882394
17058313;6.202563285827637;17;0.36485666387221394
17094311;0.30575093626976013;3;0.10191697875658672
17161102;0.4577866792678833;4;0.11444666981697083
17189082;1.2283333539962769;4;0.3070833384990692
17193190;1.485093116760254;6;0.24751551946004233
17195540;4.729875087738037;11;0.42998864433982154
17221497;10.720285415649414;17;0.6306050244499656
17229719;5.056882381439209;9;0.5618758201599121
17230555;0.22065752744674683;3;0.0735525091489156
17249070;1.732839584350586;4;0.4332098960876465
17290286;0.6063291430473328;8;0.0757911428809166
17293750;3.136892080307007;8;0.39211151003837585
17360803;327.2018737792969;435;0.7521882155845905
17364400;22.36250114440918;47;0.475797896689557
17394673;2.605093002319336;4;0.651273250579834
17395564;20.334627151489258;31;0.6559557145641696
17400044;238.81143188476562;370;0.6454363023912585
17407311;4.6741437911987305;9;0.5193493101331923
17416180;16.272340774536133;27;0.6026792879457827
17424208;3.960019111633301;10;0.39600191116333006
17427709;1.2113112211227417;4;0.3028278052806854
17438966;21.62725067138672;32;0.675851583480835
17440651;6.4351372718811035;52;0.12375263984386738
17441788;14.910408973693848;23;0.6482786510301672
17447057;21.43214988708496;34;0.6303573496201459
17448148;3.1327943801879883;6;0.522132396697998
17450808;1.070022702217102;3;0.35667423407236737
17461615;5.446945667266846;9;0.6052161852518717
17461963;16.20223045349121;26;0.6231627097496619
17486889;3.8974032402038574;21;0.18559063048589797
17490848;14.358752250671387;25;0.5743500900268554
17490981;20.319028854370117;26;0.7815011097834661
17509439;1.514094591140747;23;0.0658301996148151
17514448;19.097082138061523;29;0.6585200737262594
17532843;4.347949504852295;25;0.1739179801940918
17589762;6.9322662353515625;10;0.6932266235351563
17593806;9.650814056396484;17;0.5676949444939109
17616012;0.1668928861618042;4;0.04172322154045105
17617810;5.994637489318848;10;0.5994637489318848
17648551;4.033539772033691;14;0.2881099837166922
17650854;0.921768069267273;5;0.18435361385345458
17651895;37.446197509765625;54;0.6934481020326968
17654763;1.547682285308838;6;0.25794704755147296
17672825;1.0233101844787598;8;0.12791377305984497
17675379;15.639318466186523;32;0.48872870206832886
17676551;9.416376113891602;18;0.5231320063273112
17679623;15.400655746459961;22;0.700029806657271
17681328;44.80536651611328;70;0.6400766645159041
17682557;1.1469957828521729;17;0.06747034016777487
17685299;14.723386764526367;33;0.4461632352886778
17688757;7.755293369293213;20;0.3877646684646606
17710206;4.053947448730469;14;0.2895676749093192
17713693;5.944490909576416;16;0.371530681848526
17718148;0.7410523295402527;5;0.14821046590805054
17719592;5.33986234664917;17;0.31410954980289235
17729518;70.7800521850586;110;0.6434550198641691
17731930;19.889801025390625;32;0.621556282043457
17741986;5.218080520629883;15;0.34787203470865885
17750581;6.139677047729492;22;0.27907622944224963
17752284;301.82159423828125;439;0.6875207158047408
17759943;3.1280746459960938;8;0.3910093307495117
17777823;28.797210693359375;45;0.6399380154079861
17778235;11.989078521728516;20;0.5994539260864258
17782731;291.04132080078125;458;0.6354613991283433
17791451;21.94438362121582;45;0.4876529693603516
17794234;12.640345573425293;28;0.4514409133366176
17801749;22.63187026977539;65;0.348182619535006
17807958;4.893796443939209;9;0.5437551604376899
17820674;7.085566520690918;11;0.6441424109719016
17833464;0.9906096458435059;6;0.16510160764058432
17836555;39.166542053222656;86;0.45542490759561227
17839398;3.342094659805298;25;0.1336837863922119
17844275;3.2152740955352783;7;0.45932487079075407
17844996;3.4872665405273438;10;0.3487266540527344
17852316;0.4609309732913971;5;0.09218619465827942
17864468;0.19494251906871796;6;0.032490419844786324
17865415;5.657118320465088;9;0.6285687022738986
17870319;14.561464309692383;41;0.3551576660900581
17880396;28.548595428466797;48;0.594762404759725
17895820;5.103302478790283;12;0.42527520656585693
17897077;12.265691757202148;21;0.584080559866769
17898395;5.173843860626221;9;0.5748715400695801
17923971;21.548095703125;43;0.5011185047238372
17933552;1.04888916015625;7;0.14984130859375
17938691;1.5417706966400146;6;0.25696178277333576
17971596;1.2140130996704102;7;0.1734304428100586
17996599;29.444278717041016;89;0.3308345923263035
18002881;6.202055931091309;21;0.29533599671863375
18038108;34.35078811645508;73;0.47055874132130243
18107540;9.990241050720215;24;0.41626004378000897
18112189;0.16488172113895416;6;0.02748028685649236
18122537;22.360572814941406;86;0.2600066606388536
18167178;41.80503463745117;80;0.5225629329681396
18173885;11.051668167114258;22;0.5023485530506481
18174987;0.5936778783798218;4;0.14841946959495544
18229734;7.7537841796875;20;0.387689208984375
18267544;0.5653930902481079;5;0.11307861804962158
18269496;1.6564949750900269;9;0.1840549972322252
18293282;3.49948787689209;9;0.3888319863213433
18306628;3.685091018676758;8;0.4606363773345947
18340370;133.46495056152344;196;0.6809436253138951
18360735;1.765222430229187;6;0.2942037383715312
18371238;13.128503799438477;40;0.3282125949859619
18384297;0.2753683924674988;3;0.09178946415583293
18396319;12.885428428649902;29;0.444325118229307
18399686;2.2521350383758545;8;0.2815168797969818
18403800;12.96219253540039;140;0.09258708953857422
18406489;3.0700981616973877;9;0.3411220179663764
18425738;12.371305465698242;25;0.49485221862792966
18430209;10.605545997619629;16;0.6628466248512268
18444706;0.976418673992157;5;0.1952837347984314
18452658;1.759460687637329;6;0.29324344793955487
18457164;0.7244536876678467;4;0.18111342191696167
18459286;1.5324480533599854;3;0.5108160177866617
18462371;2.1555428504943848;7;0.30793469292776926
18503976;2.1120572090148926;6;0.35200953483581543
18514362;0.07643067091703415;6;0.012738445152839025
18526305;0.19377392530441284;3;0.06459130843480428
18558330;1.3979569673538208;3;0.46598565578460693
18568363;2.948286771774292;9;0.32758741908603245
18570998;9.595166206359863;26;0.369044854090764
18576878;1.5395958423614502;4;0.38489896059036255
18579028;17.823898315429688;27;0.6601443820529513
18602626;19.082857131958008;40;0.4770714282989502
18657928;1.6903408765792847;4;0.42258521914482117
18669562;5.401127338409424;18;0.3000626299116347
18669635;1.6836841106414795;5;0.3367368221282959
18691439;17.81037712097168;25;0.7124150848388672
18701712;9.267306327819824;25;0.37069225311279297
18719172;4.056720733642578;12;0.33806006113688153
18720978;11.876837730407715;91;0.13051470033415072
18721640;62.0247917175293;102;0.6080861933091107
18725815;1.2209633588790894;6;0.2034938931465149
18737585;4.739733695983887;29;0.16343909296496162
18737885;2.155583620071411;7;0.30794051715305876
18748015;1.4708764553070068;7;0.21012520790100098
18762911;2.6767969131469727;4;0.6691992282867432
18767531;6.940712928771973;22;0.31548695130781695
18772780;7.541540622711182;39;0.19337283647977388
18785984;3.403726100921631;11;0.3094296455383301
18786099;0.992256760597229;6;0.16537612676620483
18789378;6.273724555969238;19;0.33019602926153885
18797333;23.077320098876953;41;0.5628614658262672
18801766;0.18459157645702362;4;0.046147894114255905
18812741;37.86637496948242;83;0.456221385174487
18815030;8.446052551269531;45;0.18769005669487848
18820254;16.12051010131836;20;0.806025505065918
18851009;2.467263698577881;11;0.22429669987071643
18864753;15.761956214904785;27;0.5837761561075846
18909257;29.739967346191406;51;0.583136614631204
18919838;5.168378829956055;10;0.5168378829956055
18969131;16.853900909423828;81;0.2080728507336275
18982331;2.899177312850952;7;0.414168187550136
18986733;2.446162700653076;16;0.15288516879081726
19006085;12.183369636535645;37;0.32928026044690933
19029244;5.338743209838867;20;0.2669371604919434
19064287;30.84459686279297;54;0.5711962381998698
19067304;3.625880718231201;11;0.32962551983920013
19067740;52.03265380859375;79;0.6586411874505538
19084922;52.7808723449707;76;0.6944851624338251
19097969;3.9657511711120605;12;0.3304792642593384
19112666;3.895735502243042;5;0.7791471004486084
19141379;1.8992308378219604;5;0.3798461675643921
19173980;1.5042541027069092;3;0.5014180342356364
19186138;4.127861499786377;12;0.34398845831553143
19186238;11.71312427520752;19;0.616480225010922
19242147;41.88213348388672;73;0.5737278559436537
19243147;2.686121702194214;11;0.2441928820176558
19244251;21.197528839111328;37;0.5729061848408467
19245752;75.2713851928711;125;0.6021710815429687
19281302;14.396101951599121;23;0.6259174761564835
19283676;7.397469520568848;13;0.5690361169668344
19290697;5.772234916687012;18;0.3206797175937229
19387589;7.51843786239624;23;0.32688860271288
19395700;76.24552917480469;101;0.7549062294535117
19414229;1.107210636138916;3;0.36907021204630536
19417982;2.334334135055542;9;0.25937045945061576
19425170;50.34977340698242;401;0.1255605321869886
19448087;12.986363410949707;23;0.5646244961282482
19450275;5.902003765106201;13;0.45400028962355393
19455594;40.08903884887695;66;0.6074096795284387
19491190;37.11897277832031;65;0.5710611196664663
19505876;3.5619900226593018;6;0.5936650037765503
19516272;1.9737987518310547;4;0.49344968795776367
19523962;44.04750442504883;60;0.7341250737508138
19525597;45.55904006958008;70;0.6508434295654297
19529794;5.650456428527832;15;0.3766970952351888
19537781;4.967935085296631;12;0.4139945904413859
19541976;1.3521103858947754;9;0.1502344873216417
19555200;0.8149819374084473;4;0.20374548435211182
19628183;3.908571720123291;12;0.32571431001027423
19649829;15.590596199035645;29;0.5376067654839878
19665155;6.054666996002197;21;0.28831747600010466
19672343;1.7988438606262207;3;0.5996146202087402
19685304;15.498257637023926;24;0.645760734875997
19707278;591.4341430664062;856;0.6909277372271101
19713578;17.033912658691406;29;0.5873762985755657
19717612;130.97706604003906;196;0.6682503369389748
19759328;26.22553825378418;44;0.5960349603132769
19784909;4.429901123046875;16;0.2768688201904297
19815513;33.031776428222656;65;0.5081811758188101
19822406;564.2378540039062;877;0.6433726955574758
19863866;8.289039611816406;19;0.43626524272717926
19864143;10.927464485168457;31;0.3524988543602728
19864496;37.248329162597656;81;0.4598559155876254
19873250;33.31478500366211;70;0.4759255000523159
19893598;1.0896503925323486;4;0.27241259813308716
19898543;4.480456352233887;10;0.4480456352233887
19899344;2.790821075439453;5;0.5581642150878906
19927296;83.1763687133789;126;0.6601299104236421
19976004;33.19541931152344;58;0.5723348157159214
19990293;4.6129045486450195;9;0.5125449498494467
20008659;2.577944040298462;9;0.2864382266998291
20010655;3.6456353664398193;11;0.33142139694907446
20045684;14.356489181518555;37;0.3880132211221231
20056624;28.153362274169922;58;0.4854027978305159
20059959;1.8374543190002441;9;0.20416159100002712
20106357;16.911724090576172;36;0.4697701136271159
20134451;52.89164733886719;126;0.4197749788798983
20169332;11.241316795349121;30;0.3747105598449707
20198802;5.481115818023682;10;0.5481115818023682
20202467;9.79524040222168;20;0.489762020111084
20203543;0.7743704319000244;4;0.1935926079750061
20256635;14.375343322753906;28;0.5134051186697823
20263645;13.583312034606934;30;0.45277706782023114
20264244;0.6192437410354614;5;0.12384874820709228
20271982;12.179469108581543;29;0.41998169339936353
20281612;15.314852714538574;24;0.6381188631057739
20299120;7.168335914611816;13;0.5514104549701397
20312872;10.104288101196289;14;0.7217348643711635
20322817;4.724656581878662;8;0.5905820727348328
20342244;0.9433140754699707;5;0.18866281509399413
20344331;12.466716766357422;29;0.42988678504680766
20438977;2.839062452316284;7;0.40558035033089773
20479730;12.139787673950195;34;0.357052578645594
20511414;28.60310173034668;42;0.6810262316749209
20513121;16.485301971435547;28;0.5887607846941266
20513359;2.536877393722534;5;0.5073754787445068
20606039;14.76187801361084;28;0.52720992905753
20617541;14.388968467712402;24;0.5995403528213501
20618865;0.05556122213602066;3;0.018520407378673553
20632425;9.688772201538086;23;0.4212509652842646
20634939;2.0085501670837402;10;0.20085501670837402
20643550;2.620443344116211;5;0.5240886688232422
20659287;20.791728973388672;38;0.5471507624575966
20678856;42.26371765136719;131;0.3226237988653984
20681749;63.59788131713867;133;0.47817955877547874
20694023;3.838674306869507;6;0.6397790511449178
20715638;27.196809768676758;66;0.4120728752829812
20734137;10.302375793457031;22;0.4682898087935014
20742670;19.2786865234375;32;0.6024589538574219
20759054;14.269238471984863;25;0.5707695388793945
20774161;5.0007805824279785;7;0.7143972260611398
20781527;1.485605001449585;6;0.24760083357493082
20816677;2.0836329460144043;7;0.2976618494306292
20831584;1.4362026453018188;10;0.1436202645301819
20842539;4.422183036804199;9;0.49135367075602215
20844353;35.27568817138672;69;0.5112418575563292
20879908;55.1483039855957;86;0.6412593486697175
20891968;1.222949743270874;6;0.20382495721181235
20895618;4.856510639190674;10;0.48565106391906737
20905418;3.0239224433898926;12;0.2519935369491577
20925010;1.0560686588287354;3;0.3520228862762451
20940870;23.706083297729492;38;0.6238442973086709
20956686;0.4296810030937195;4;0.10742025077342987
20989433;0.9572670459747314;3;0.31908901532491046
20991992;1.376806378364563;4;0.34420159459114075
21001033;15.708232879638672;30;0.5236077626546224
21016128;749.7211303710938;1124;0.6670116818248165
21027174;39.22822952270508;76;0.5161609147724352
21027717;8.727022171020508;18;0.48483456505669487
21044127;1.1767933368682861;5;0.23535866737365724
21072677;34.06083297729492;54;0.6307561662462022
21079070;5.5344367027282715;12;0.46120305856068927
21079924;5.809617519378662;14;0.4149726799556187
21080187;15.999073028564453;45;0.35553495619032116
21092087;10.831969261169434;23;0.47095518526823626
21092663;2.7019777297973633;6;0.45032962163289386
21096725;6.6121721267700195;28;0.2361490045275007
21097399;30.36948013305664;54;0.5623977802417897
21108130;7.770596981048584;16;0.4856623113155365
21132359;2.326643943786621;8;0.29083049297332764
21173725;6.394012451171875;19;0.33652697111430924
21175021;3.4929006099700928;17;0.20546474176294663
21190891;3.4540855884552;8;0.4317606985569
21231908;9.292580604553223;16;0.5807862877845764
21304690;35.264766693115234;57;0.6186801174230743
21313364;1.5725483894348145;6;0.26209139823913574
21316419;0.0993954986333847;3;0.0331318328777949
21397649;14.802881240844727;48;0.30839335918426514
21399864;3.643317937850952;7;0.5204739911215646
21422783;1.8201037645339966;5;0.3640207529067993
21448223;1.5180859565734863;4;0.3795214891433716
21471777;13.64938735961914;37;0.3689023610707876
