user_id,bot,rate,opinion_tweet,friend_names,stubborn
22641534,0,3,0.58041,"807095,1917731,2608911,6329302,13259632,13407142,14068794,14323769,14465607,14529929,14676022,15094281,15174710,15224867,15554922,15736361,15784302,15958265,16214732,16520112,16684243,17565514,17576077,17854525,18088898,18432228,18754412,18974907,19362341,19568591,19608297,19740592,19824430,20572543,21583964,22111439,23745304",0
23933369,0,3,0.57402,"3840,428333,972651,1344951,1652541,1917731,2836421,2883841,2884771,7744592,8839632,11622712,11856892,12084362,12185672,12505022,13337292,13850422,14084482,14173315,14193769,14529929,14676022,14677919,14704715,15072617,15224867,15233524,15518629,15600217,15617140,15771033,15784302,15996661,16041234,16815644,16823455,16886925,17478965,17794461,18301196,18913509,19181549,19329393,19362341,19468364,19471456,19568591,19740592,20012204,21001534,21314814,21692297,21894812,22129280,22183090,22400230,22650211,22685200,22777708,22799750,23680913,1153,2331451",0
16333273,0,127,0.58153,"8545792,8858212,13910222,14094741,15533237,15755669,15765108,15997605,16002085,16548237,18391051,18898038,21429390,22573991",0
20526671,0,1,0.976831,,1
15969329,0,46,0.57589,"12,428333,612473,742143,780155,783214,807095,950531,1140451,1159931,1652541,1917731,2836421,3108351,4099171,4378311,5336752,5392522,5509762,5741722,5763262,6332292,6392972,7530762,7591572,9532402,10929352,11435642,11640472,11744152,11856032,11856892,12096202,12245632,12340562,13493302,13524182,13850422,14003512,14049145,14062180,14103884,14270650,14276734,14293310,14345062,14412533,14434063,14511951,14515799,14529929,14588748,14677919,14717197,14834340,14940354,15012486,15164565,15224867,15325142,15359578,15432218,15433452,15458694,15675138,15688781,15723290,15750667,15893354,15973881,16012783,16017475,16032925,16072058,16076032,16157855,16172991,16324095,16340501,16686144,16804902,16815644,16844168,16930125,16955991,17004618,17006157,17243582,17469492,17470695,17737614,18014005,18149142,18257177,18410155,18474156,18578085,18602791,18678924,18771370,18791763,18962489,19083676,19086064,19146492,19417492,19545932,19553409,19568591,19979212,20086360,20094138,20156547,20182089,20562637,20608910,20713061,20776147,21122578,21252618,21268897,21316253,21534951,22109355,22370581,22372860,22771961,23484510,23839835,23930518,6302522",0
15074945,0,4,0.57763,"874,612473,783214,972651,1592491,1621271,7140572,10228272,12185672,12266442,14083693,14135237,14319105,15235811,15859039,15995155,17336372,17812282,18337264,18511475,18630671,18643437,18644337,18798177,18812647,19392259,21419893,21725274,22738950,23511292,777817,5974442,10604202",0
12956942,0,3,0.58576,"12570,755019,899671,1066021,1139251,1183041,1331061,2356741,2688911,3722591,6469862,6516132,6945252,7356702,7741302,8512082,11918032,13872282,14225385,14295646,14715424,15112060,15383716,15800508,16002507,16082787,16834491,16941796,17017636,17368405,17448965,17963088,18580891,19186510,19244137,19324308,19384564,19721201,21814357,22848453,22924631,23240674,23556620,1541,193753,3473141,7370502,10647712,10858472",0
22077368,0,115,0.57604,"428333,742143,807095,888621,1652541,1917731,5145791,5392522,5741722,5820642,6904552,7848802,8249832,8442372,8695932,8839632,8859482,8942262,8953122,8980312,9532402,11134252,11621822,11771512,11856892,12831882,13524182,14085040,14133964,14246014,14248963,14327933,14356601,14377605,14401607,14410652,14412533,14517693,14677751,14677919,14769899,14776082,14857525,14955722,14987456,15012486,15075999,15359578,15380529,15395031,15433452,15463486,15483390,15570213,15615783,15675138,15723290,15837659,15893354,15896580,15906702,15908429,15970820,15976697,15993122,16001789,16013460,16159743,16172991,16187637,16331756,16898332,16930125,16935292,17004618,17466186,17469492,17487795,17759597,17770086,17780795,17827531,17919393,17970486,18018355,18021621,18087749,18216752,18320874,18678924,18771370,18963809,18986695,19034656,19068885,19084896,19186003,19195094,19416225,19417492,19527964,19568591,19576571,19629840,19682187,19789554,20083388,20114089,20453211,20616741,20660342,20713061,20725994,20733972,20776147,20957491,21104257,21316253,21333396,21344507,21348880,21542518,21686790,21699606,21829541,21837101,22429979,22451908,22771961,22772264,22784886,23484510,23534104,23911915",0
21498500,0,23,0.58264,"807095,1183041,4099171,10115802,12096202,13393052,14777215,15387839,16017475,16245840,17446621,17525171,18101713,18228898,19092888,20282100,20344826,21169078,21279256,22174968,22898904,23396262,23887811,6317622",0
15036408,0,187,0.60497,"12,29283,483223,741803,755504,759251,786764,817113,928481,980611,1049171,1140451,1652541,1777681,2729061,2836421,3497941,4207961,6375322,7709782,7768402,8119452,8475532,9263952,9840002,10430402,10862572,11063312,11423952,11866582,14062006,14090948,14111858,14146966,14155907,14185317,14347286,14348594,14389212,14434063,14437914,14476328,14515799,14522416,14566792,14616610,14625899,14676022,14677919,14764240,14812037,14834340,14857525,14962779,15033883,15088481,15166145,15195679,15224867,15359578,15366310,15368940,15441965,15446551,15521774,15534491,15667291,15727981,15777611,15893116,15907183,15976705,16017475,16254381,16334281,16469505,16582131,16657699,16686144,16711026,16849854,16912124,16944165,17004618,17006157,17068692,17073225,17167572,17397880,17442710,17658891,17672825,17695016,17772540,17833574,18031210,18164272,18172905,18220818,18231563,18319546,18464266,18521955,18574199,18655567,18978610,18993263,18993395,19365985,19621110,19683903,20097362,20256348,20443232,20581923,20602459,20608910,20639175,20772763,21268897,21705181,21717987,21785215,22162815,22277505,22320092,22429979,22931893,23031094,23094875,23169735,23255247,23527854,23534104,23761008,23839835,23897730,3169391,9994972",0
17642252,0,1,0.57596,2367911,0
16100538,0,2,0.906366199255,,1
13032992,0,2,0.5752,"807095,2568461,3108351,6539592,14096763,14677919,15460274,15950086,16017475,16244449,16353245,16399949,16550142,16639736,17004618,17006157,17179368,17423588,18174520,19113435,21164079,21802625,21829242,21846563,22522178",0
17012248,0,1,0.61898,"428333,759251,807095,980611,4207961,5392522,5556352,7383122,11621822,11744152,12096202,14192558,14247236,14437914,14466538,14526877,14529929,14642495,14676022,14700316,14711728,14861810,15049826,15195679,15280845,15359578,15368940,15471305,15576928,15689031,15904911,15910338,15975781,15979089,16086928,16378093,16528755,16548855,16582131,16711026,16721452,16734621,16819937,16855888,16892534,16912124,17006157,17158189,17212474,17236033,17259355,17493984,17565514,17642747,17672825,18006752,18088898,18220818,18268545,18298094,18382184,18464266,18538833,18580579,18857913,18876259,19077091,19877186,20144167,20565828,20709307,20733757,21116401,21148293,21221064,21536106,21552003,21707139,21892846,21946424,21982720,22001132,22052137,22522178,22776500,22786791,23726559,23888634,7596882",0
23141295,0,9,0.57747,"428333,717313,742143,759251,807095,819800,972651,1183041,1344951,1367531,1652541,2100521,2836421,3108351,5392522,5971922,6480732,6482142,6539592,7309052,7406952,8892822,9627102,11866582,12513472,13073662,14173315,14293310,14348594,14464766,14511951,14642495,14677919,14780915,14817982,14867598,15012486,15067045,15164565,15224867,15418628,15867361,16012783,16041234,16589206,16955991,17017636,17071048,17376893,17453527,17469289,17478965,17732153,17833574,18101713,18519661,18812301,18942944,18948541,19040875,19201818,19274659,19675397,19768193,19870967,19877186,19918353,20196258,20279424,20776147,20940614,20978103,21148293,21212087,21252618,21447363,21829541,21982720,22080646,22729901,23177270,23680913,23825273",0
22855148,0,1,0.57586,"759251,807095,972651,4207961,10228272,14511951,14529929,15012486,15224867,17017636,17291393,18948541,19329393",0
23798845,0,6,0.57645,"12,4207961,7383122,10696392,11856032,14173315,14183269,14211946,14507305,14529929,14765108,14799496,14939513,15441965,15808595,16002085,16017475,16513335,16686144,16912124,17004618,17291393,17425748,17500251,18018355,18725815,19942371,22205664",0
21597252,0,5,0.58029,"428333,742143,807095,1367531,2328421,5392522,5424492,5706262,9300262,13215382,14511951,14553115,14982804,15067045,15164565,15418895,17348525,18018355,18228898,20021479,20565523,20725994,23719539,23995748",0
723713,0,19,0.58335,"802066,858051,1183041,2328421,6480732,6539592,14166714,14348594,14529929,14535508,14872979,14968484,15947294,16002085,16017475,16594832,16906137,17642747,17732153,17916730,18228898,18929297,20344826,21116401,21148293,22084427,22685200",0
